source_center,destination_center,trip_volume,segment_count,avg_actual_time,avg_osrm_time,median_delay_ratio,mean_delay_ratio,avg_delay_minutes,avg_distance_km,dominant_route_type,pct_ftl,is_high_delay_corridor,avg_extra_minutes_per_trip,total_delay_impact_minutes,source_name,destination_name,corridor_label
IND785001AAA,IND798601AAA,1,7,43.42857142857143,10.285714285714286,3.2857142857142856,5.515224756569294,33.142857142857146,14.799414285714287,Carting,0.0,1,33.142857142857146,33.142857142857146,Jorhat_RicMilRd_D (Assam),Mokokchung_Central_D_1 (Nagaland),Jorhat_RicMilRd_D (Assam) -> Mokokchung_Central_D_1 (Nagaland)
IND785112AAC,IND785001AAA,2,2,292.0,19.5,15.085526315789474,15.085526315789474,272.5,28.3002,Carting,0.0,1,272.5,545.0,Teok_Wardno3_D (Assam),Jorhat_RicMilRd_D (Assam),Teok_Wardno3_D (Assam) -> Jorhat_RicMilRd_D (Assam)
IND785112AAC,IND785634AAA,2,6,31.5,9.666666666666666,2.1597222222222223,2.887295574795575,21.833333333333332,13.563433333333334,Carting,0.0,1,21.833333333333336,43.66666666666667,Teok_Wardno3_D (Assam),Mariani_Mainroad_D (Assam),Teok_Wardno3_D (Assam) -> Mariani_Mainroad_D (Assam)
IND785612AAB,IND781018AAB,1,9,39.111111111111114,18.11111111111111,2.0,2.1420206184138073,21.0,26.162544444444443,FTL,1.0,1,21.000000000000004,21.000000000000004,Bokakhat_MlnprDPP_D (Assam),Guwahati_Hub (Assam),Bokakhat_MlnprDPP_D (Assam) -> Guwahati_Hub (Assam)
IND785612AAB,IND785621AAA,1,2,30.5,18.0,1.7110389610389611,1.7110389610389611,12.5,24.390900000000002,FTL,1.0,1,12.5,12.5,Bokakhat_MlnprDPP_D (Assam),Golaghat_BaruaRd_D (Assam),Bokakhat_MlnprDPP_D (Assam) -> Golaghat_BaruaRd_D (Assam)
IND785621AAA,IND785001AAA,3,6,36.166666666666664,21.5,1.606837606837607,1.732701849807113,14.666666666666666,24.592383333333334,FTL,1.0,1,14.666666666666664,43.99999999999999,Golaghat_BaruaRd_D (Assam),Jorhat_RicMilRd_D (Assam),Golaghat_BaruaRd_D (Assam) -> Jorhat_RicMilRd_D (Assam)
IND785634AAA,IND785001AAA,3,3,487.3333333333333,15.666666666666666,31.2,31.108333333333334,471.6666666666667,20.0,Carting,0.0,1,471.66666666666663,1415.0,Mariani_Mainroad_D (Assam),Jorhat_RicMilRd_D (Assam),Mariani_Mainroad_D (Assam) -> Jorhat_RicMilRd_D (Assam)
IND785675AAA,IND785612AAB,1,7,37.42857142857143,16.714285714285715,2.1538461538461537,2.2230760050308924,20.714285714285715,24.6316,FTL,1.0,1,20.714285714285715,20.714285714285715,Moranhat_TiloiDPP_D (Assam),Bokakhat_MlnprDPP_D (Assam),Moranhat_TiloiDPP_D (Assam) -> Bokakhat_MlnprDPP_D (Assam)
IND785682AAA,IND785690AAB,2,10,23.3,7.8,2.7857142857142856,3.0784210526315787,15.5,10.78555,Carting,0.0,1,15.5,31.0,Sivasagar_Babupaty_D (Assam),Sonari_Central_DPP_1 (Assam),Sivasagar_Babupaty_D (Assam) -> Sonari_Central_DPP_1 (Assam)
IND785682AAA,IND786001AAB,10,30,45.0,20.566666666666666,2.0,2.1380986911639086,24.433333333333334,29.357129999999998,FTL,1.0,1,24.433333333333334,244.33333333333334,Sivasagar_Babupaty_D (Assam),Dibrugarh_Bokule_H (Assam),Sivasagar_Babupaty_D (Assam) -> Dibrugarh_Bokule_H (Assam)
IND785690AAB,IND785682AAA,16,70,36.628571428571426,9.914285714285715,3.291666666666667,3.646863792948009,26.714285714285715,12.018674285714285,Carting,0.0,1,26.71428571428571,427.4285714285714,Sonari_Central_DPP_1 (Assam),Sivasagar_Babupaty_D (Assam),Sonari_Central_DPP_1 (Assam) -> Sivasagar_Babupaty_D (Assam)
IND786001AAB,IND785675AAA,3,6,41.5,15.333333333333334,2.111111111111111,3.098148148148148,26.166666666666668,21.368783333333337,FTL,1.0,1,26.166666666666664,78.5,Dibrugarh_Bokule_H (Assam),Moranhat_TiloiDPP_D (Assam),Dibrugarh_Bokule_H (Assam) -> Moranhat_TiloiDPP_D (Assam)
IND786001AAB,IND786125AAA,1,5,13.0,5.4,2.2857142857142856,2.0738095238095235,7.6,8.338280000000001,Carting,0.0,1,7.6,7.6,Dibrugarh_Bokule_H (Assam),Tinusukia_Chrwpaty_D (Assam),Dibrugarh_Bokule_H (Assam) -> Tinusukia_Chrwpaty_D (Assam)
IND786001AAB,IND786171AAA,13,89,23.325842696629213,12.0,2.0,2.339876860432475,11.325842696629213,14.829449438202246,Carting,0.0,1,11.325842696629213,147.23595505617976,Dibrugarh_Bokule_H (Assam),Digboi_JyotiNgr_D (Assam),Dibrugarh_Bokule_H (Assam) -> Digboi_JyotiNgr_D (Assam)
IND786001AAB,IND786184AAA,10,29,14.0,4.551724137931035,1.6666666666666667,2.252463054187192,9.448275862068966,6.9623103448275865,Carting,0.0,1,9.448275862068964,94.48275862068965,Dibrugarh_Bokule_H (Assam),Chabua_CollgeRD_D (Assam),Dibrugarh_Bokule_H (Assam) -> Chabua_CollgeRD_D (Assam)
IND786001AAB,IND786190AAA,1,7,11.428571428571429,6.857142857142857,1.7142857142857142,1.7569160997732425,4.571428571428571,9.778171428571428,Carting,0.0,1,4.571428571428572,4.571428571428572,Dibrugarh_Bokule_H (Assam),DoomDooma_Pthrgoan_D (Assam),Dibrugarh_Bokule_H (Assam) -> DoomDooma_Pthrgoan_D (Assam)
IND786001AAB,IND786602AAA,13,48,16.104166666666668,9.041666666666666,1.5277777777777777,1.6810592763717764,7.0625,10.022520833333333,Carting,0.0,1,7.062500000000002,91.81250000000003,Dibrugarh_Bokule_H (Assam),Duliajan_StatonRd_D (Assam),Dibrugarh_Bokule_H (Assam) -> Duliajan_StatonRd_D (Assam)
IND786001AAB,IND792103AAB,1,10,18.0,8.5,1.9,2.1635531135531134,9.5,12.07084,Carting,0.0,1,9.5,9.5,Dibrugarh_Bokule_H (Assam),Namsai_HelipadRD_D (Arunachal Pradesh),Dibrugarh_Bokule_H (Assam) -> Namsai_HelipadRD_D (Arunachal Pradesh)
IND786125AAA,IND786190AAA,7,20,16.9,4.95,2.3333333333333335,6.767738095238096,11.95,7.800185000000001,Carting,0.0,1,11.95,83.64999999999999,Tinusukia_Chrwpaty_D (Assam),DoomDooma_Pthrgoan_D (Assam),Tinusukia_Chrwpaty_D (Assam) -> DoomDooma_Pthrgoan_D (Assam)
IND786171AAA,IND786181AAC,11,21,11.047619047619047,4.476190476190476,2.0,2.4615457294028724,6.571428571428571,6.992209523809524,Carting,0.0,1,6.571428571428571,72.28571428571428,Digboi_JyotiNgr_D (Assam),Margherita_CivilHPL_D (Assam),Digboi_JyotiNgr_D (Assam) -> Margherita_CivilHPL_D (Assam)
IND786181AAC,IND786001AAB,14,106,26.28301886792453,14.377358490566039,2.0,2.3826041093673576,11.90566037735849,16.15710283018868,Carting,0.0,1,11.90566037735849,166.67924528301887,Margherita_CivilHPL_D (Assam),Dibrugarh_Bokule_H (Assam),Margherita_CivilHPL_D (Assam) -> Dibrugarh_Bokule_H (Assam)
IND786181AAC,IND792120AAB,9,26,59.30769230769231,11.384615384615385,4.519230769230769,8.66745617617207,47.92307692307692,16.461942307692308,Carting,0.0,1,47.92307692307692,431.30769230769226,Margherita_CivilHPL_D (Assam),Changlang_Central_D_1 (Arunachal Pradesh),Margherita_CivilHPL_D (Assam) -> Changlang_Central_D_1 (Arunachal Pradesh)
IND786181AAC,IND792121AAB,11,44,26.386363636363637,6.818181818181818,2.866071428571429,4.12958152958153,19.568181818181817,10.357329545454546,Carting,0.0,1,19.56818181818182,215.25000000000003,Margherita_CivilHPL_D (Assam),Jairampur_Mdiclcly_D (Arunachal Pradesh),Margherita_CivilHPL_D (Assam) -> Jairampur_Mdiclcly_D (Arunachal Pradesh)
IND786184AAA,IND786125AAA,5,11,19.272727272727273,6.545454545454546,2.6666666666666665,2.723088023088023,12.727272727272727,9.503818181818183,Carting,0.0,1,12.727272727272727,63.63636363636363,Chabua_CollgeRD_D (Assam),Tinusukia_Chrwpaty_D (Assam),Chabua_CollgeRD_D (Assam) -> Tinusukia_Chrwpaty_D (Assam)
IND786184AAA,IND786190AAA,2,9,11.555555555555555,7.0,1.75,1.6236531986531988,4.555555555555555,9.7188,Carting,0.0,1,4.555555555555555,9.11111111111111,Chabua_CollgeRD_D (Assam),DoomDooma_Pthrgoan_D (Assam),Chabua_CollgeRD_D (Assam) -> DoomDooma_Pthrgoan_D (Assam)
IND786190AAA,IND786001AAB,1,7,14.428571428571429,6.571428571428571,2.4,2.1669758812615956,7.857142857142857,9.593328571428572,Carting,0.0,1,7.857142857142858,7.857142857142858,DoomDooma_Pthrgoan_D (Assam),Dibrugarh_Bokule_H (Assam),DoomDooma_Pthrgoan_D (Assam) -> Dibrugarh_Bokule_H (Assam)
IND786190AAA,IND792103AAB,9,36,18.666666666666668,8.63888888888889,1.75,2.3877846508973963,10.027777777777779,12.22313611111111,Carting,0.0,1,10.027777777777779,90.25,DoomDooma_Pthrgoan_D (Assam),Namsai_HelipadRD_D (Arunachal Pradesh),DoomDooma_Pthrgoan_D (Assam) -> Namsai_HelipadRD_D (Arunachal Pradesh)
IND787001AAA,IND787057AAA,8,24,43.333333333333336,15.5,2.323076923076923,4.03151800966923,27.833333333333332,22.31962916666667,FTL,1.0,1,27.833333333333336,222.66666666666669,LakhimpurN_SashPhkn_D (Assam),Dhemaji_WardNo3_D (Assam),LakhimpurN_SashPhkn_D (Assam) -> Dhemaji_WardNo3_D (Assam)
IND787057AAA,IND787059AAB,10,10,56.2,24.6,2.12,2.292277591973244,31.6,27.51596,FTL,1.0,1,31.6,316.0,Dhemaji_WardNo3_D (Assam),Silapathar_Hejunagr_D (Assam),Dhemaji_WardNo3_D (Assam) -> Silapathar_Hejunagr_D (Assam)
IND787059AAB,IND791102AAA,1,4,48.0,17.5,2.1869565217391305,3.2243606138107417,30.5,24.64895,FTL,1.0,1,30.5,30.5,Silapathar_Hejunagr_D (Assam),Pasighat_MissonRd_D (Arunachal Pradesh),Silapathar_Hejunagr_D (Assam) -> Pasighat_MissonRd_D (Arunachal Pradesh)
IND788026AAC,IND781018AAB,18,149,71.08724832214764,29.100671140939596,2.3125,2.386807312495095,41.986577181208055,40.64914630872484,FTL,1.0,1,41.98657718120805,755.7583892617449,Silchar_Sirikona_H (Assam),Guwahati_Hub (Assam),Silchar_Sirikona_H (Assam) -> Guwahati_Hub (Assam)
IND788026AAC,IND788121AAA,2,4,42.0,10.0,2.075,2.525,32.0,14.658975,FTL,1.0,1,32.0,64.0,Silchar_Sirikona_H (Assam),Kabuganj_Jantaclg_D (Assam),Silchar_Sirikona_H (Assam) -> Kabuganj_Jantaclg_D (Assam)
IND788026AAC,IND788151AAA,13,16,51.0625,18.625,2.5852272727272725,4.235420489836251,32.4375,25.32695625,FTL,1.0,1,32.4375,421.6875,Silchar_Sirikona_H (Assam),Hailakandi_kalibari_D (Assam),Silchar_Sirikona_H (Assam) -> Hailakandi_kalibari_D (Assam)
IND788026AAC,IND799250AAA,1,4,83.75,20.0,4.23792270531401,4.336104209799862,63.75,28.695675,FTL,1.0,1,63.75,63.75,Silchar_Sirikona_H (Assam),Dharmanagr_Ranakant_D (Tripura),Silchar_Sirikona_H (Assam) -> Dharmanagr_Ranakant_D (Tripura)
IND788121AAA,IND796081AAA,3,9,58.44444444444444,16.444444444444443,3.5789473684210527,3.591582878765541,42.0,24.013144444444446,FTL,1.0,1,42.0,126.0,Kabuganj_Jantaclg_D (Assam),Kolasib_Diakkawn_D (Mizoram),Kabuganj_Jantaclg_D (Assam) -> Kolasib_Diakkawn_D (Mizoram)
