facility_code,facility_name,in_degree,out_degree,degree_centrality,in_degree_centrality,out_degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,clustering_coefficient,outbound_segment_count,avg_outbound_delay_ratio,outbound_sla_breaches,inbound_segment_count,avg_inbound_delay_ratio,inbound_sla_breaches,total_segment_volume,total_sla_breaches,sla_breach_contribution_pct,norm_betweenness,norm_pagerank,norm_delay,norm_volume,structural_risk_score
IND110037AAM,Delhi_Airport_H (Delhi),21,24,0.03328402366863905,0.015532544378698224,0.01775147928994083,0.0620152535395566,0.1893981259672516,0.16818225956842073,0.006296057232809386,0.07056451612903226,2013.0,2.1639981200660467,1879.0,3769.0,2.033164350610004,3447.0,5782.0,5326.0,4.117478797999243,0.18767236095850343,0.27635905471831396,0.03957554765777737,0.15000778452436556,0.17269175645148324
IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),18,18,0.026627218934911243,0.013313609467455622,0.013313609467455622,0.06323895295015478,0.19042339169182967,0.11563997073388983,0.006183440962329958,0.05928853754940711,1678.0,2.1574868892819716,1570.0,2096.0,1.894309673703125,1921.0,3774.0,3491.0,2.6988581456656693,0.19137555564662967,0.27130818948135427,0.03945646921597258,0.09790336810420883,0.1622804593106952
IND781018AAB,Guwahati_Hub (Assam),17,15,0.023668639053254437,0.01257396449704142,0.011094674556213017,0.06683329659104954,0.18039517757314752,0.0635125487551643,0.005278252533767343,0.03162055335968379,1568.0,2.3079744414582817,1454.0,674.0,2.7096506044987017,639.0,2242.0,2093.0,1.6180779429613996,0.2022528627393538,0.23071028344822672,0.04220860991232127,0.05815039701074264,0.1485378742054433
IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),12,15,0.01997041420118343,0.008875739644970414,0.011094674556213017,0.03705971688733745,0.17933402946977609,0.05451884939204607,0.005107436190935031,0.057971014492753624,709.0,2.2743418892948606,630.0,1271.0,3.485601723565458,1215.0,1980.0,1845.0,1.4263515550710857,0.11215119132366394,0.2230491317847651,0.04159353235811548,0.051351912398152476,0.11360428886072725
IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),13,9,0.016272189349112426,0.009615384615384616,0.006656804733727811,0.04447039230092464,0.19597247702932463,0.15559506420164831,0.004835322596166804,0.0718954248366013,1450.0,1.8847764956969169,1164.0,2264.0,2.0577032080065125,2066.0,3714.0,3230.0,2.497081584216589,0.1345775924392851,0.21084477542961438,0.034469097425757184,0.09634646323109658,0.12597646334252413
IND382430AAB,Ahmedabad_East_H_1 (Gujarat),17,13,0.022189349112426034,0.01257396449704142,0.009615384615384616,0.04755757139564179,0.18435870798142673,0.11153594228726085,0.004535191625324602,0.03985507246376811,1760.0,2.5884966780792547,1656.0,1953.0,2.1571331113001886,1823.0,3713.0,3479.0,2.689581062380654,0.14392010345615525,0.19738383341201526,0.04733884595158399,0.0963205148165447,0.1284498667162839
IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),13,9,0.016272189349112426,0.009615384615384616,0.006656804733727811,0.012093824867838419,0.1540255221111246,0.01979809586323479,0.004488500652109546,0.11666666666666667,464.0,2.019659710972445,435.0,474.0,2.2470569151024526,406.0,938.0,841.0,0.6501689202248147,0.036598683975679905,0.1952897326884895,0.03693586348478129,0.024313664435103015,0.0738818781475872
IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),4,12,0.011834319526627219,0.0029585798816568047,0.008875739644970414,0.008451351690690072,0.1678787720807375,0.04952564165515651,0.00434424767770125,0.21794871794871795,1331.0,1.664607756669256,937.0,1232.0,1.8004844325514915,1010.0,2563.0,1947.0,1.505206762993715,0.025575725882838754,0.18881995411506394,0.030442615912974723,0.0664798380818932,0.07554098338673314
IND121004AAB,FBD_Balabhgarh_DPC (Haryana),9,7,0.011834319526627219,0.006656804733727811,0.005177514792899408,0.007337071281379781,0.1808946895363643,0.076806130736258,0.0041965087337612565,0.05555555555555555,615.0,2.0624969928843675,551.0,556.0,2.762578434635954,519.0,1171.0,1070.0,0.8272065929138546,0.022203658153539182,0.18219382901862005,0.037719278625540836,0.03035964502568893,0.06693552233863968
IND751002AAB,Bhubaneshwar_Hub (Orissa),13,6,0.014053254437869821,0.009615384615384616,0.004437869822485207,0.03239071990067926,0.1991298824941994,0.14530484192711202,0.0035762249672218836,0.10833333333333334,1469.0,2.267851450413766,1394.0,2524.0,1.928781961468613,2330.0,3993.0,3724.0,2.8789881794497143,0.09802173707197136,0.15437396160402247,0.0414748341619956,0.10358607089106855,0.10191327938680844
IND505001AAB,Karimnagar_KamnHbRD_I (Telangana),11,8,0.014053254437869821,0.008136094674556213,0.005917159763313609,0.017458851431549717,0.16467474798268958,0.03420769495568818,0.0035092334342620764,0.15384615384615385,93.0,2.411784610130684,92.0,167.0,2.0303039198486523,161.0,260.0,253.0,0.19559183925907025,0.052834483143614504,0.1513693761781613,0.04410710706883968,0.006720639368934558,0.06649996243236025
IND244901AAB,Rampur_RoshnBgh_I (Uttar Pradesh),10,7,0.01257396449704142,0.0073964497041420114,0.005177514792899408,0.021052690168871915,0.13188227113134218,0.001927785369027348,0.003495672724071767,0.08333333333333333,218.0,2.02697003240616,173.0,259.0,2.039020021659583,202.0,477.0,375.0,0.2899088526567247,0.06371026228248676,0.15076117525482108,0.03706955582564379,0.01235144532669054,0.0698730858430425
IND400072AAB,Mumbai Hub (Maharashtra),11,11,0.016272189349112426,0.008136094674556213,0.008136094674556213,0.0076478618863532995,0.1697167471322802,0.082303162704215,0.0034712412714670393,0.07692307692307693,709.0,3.519556626922953,668.0,596.0,2.902825678443325,546.0,1305.0,1214.0,0.9385315923340367,0.023144181706537283,0.14966541907212821,0.06436622089985193,0.03383673257563963,0.0651574090604184
IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand),7,9,0.011834319526627219,0.005177514792899408,0.006656804733727811,0.01545274009901349,0.16680714030564617,0.03850264863423229,0.003390602436828947,0.07692307692307693,230.0,1.839629322135082,189.0,559.0,2.4569569751868787,458.0,789.0,647.0,0.500189407117069,0.046763530778926726,0.1460487490750794,0.033643438612866984,0.020447350666874253,0.06369758089734245
IND302014AAA,Jaipur_Hub (Rajasthan),10,8,0.013313609467455622,0.0073964497041420114,0.005917159763313609,0.06075334642292368,0.1900277478279364,0.09789316861757742,0.003367255972153068,0.06666666666666667,791.0,1.8538505889732986,741.0,1700.0,1.8984124873659405,1569.0,2491.0,2310.0,1.7858385323654242,0.1838535410009622,0.14500165484672944,0.03390351944116855,0.06461155223415849,0.12030216739708455
IND683511AAA,Aluva_Peedika_H (Kerala),13,7,0.014792899408284023,0.009615384615384616,0.005177514792899408,0.03416382342249222,0.16981127929741144,0.050112619466725405,0.0033585260470144736,0.029411764705882353,399.0,1.999072908846411,329.0,556.0,1.7140597822515569,508.0,955.0,837.0,0.6470765591298097,0.1033875544341502,0.14461011572706162,0.03655936871747751,0.02475478748248482,0.08460100422371043
IND580028AAA,Hubli_Adargchi_IP (Karnataka),9,8,0.01257396449704142,0.006656804733727811,0.005917159763313609,0.020454340564444198,0.1701271484925331,0.06831824055029179,0.0032869653564226854,0.0989010989010989,401.0,4.200984328088541,391.0,358.0,2.018031893041078,340.0,759.0,731.0,0.5651289901121754,0.061899519335674336,0.14140060254655795,0.07682828092326145,0.019668898230318126,0.07631441823484143
