facility_code,facility_name,in_degree,out_degree,degree_centrality,in_degree_centrality,out_degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,clustering_coefficient,outbound_segment_count,avg_outbound_delay_ratio,outbound_sla_breaches,inbound_segment_count,avg_inbound_delay_ratio,inbound_sla_breaches,total_segment_volume,total_sla_breaches,sla_breach_contribution_pct,norm_betweenness,norm_pagerank,norm_delay,norm_volume,structural_risk_score
IND563116AAA,Bethamangala_FshryOFC_D (Karnataka),2,1,0.0022189349112426036,0.0014792899408284023,0.0007396449704142012,4.5623301900703254e-07,0.11941553078676824,0.0010060269192847492,0.0008464695051160381,1.0,28.0,3.18520646020646,27.0,41.0,2.045354239256678,40.0,69.0,67.0,0.05179704834133482,1.3806656094643092e-06,0.031943810878422726,0.05825157096805324,0.00176449218952722,0.019989648584085088
IND535591AAA,Salur_ward9_D (Andhra Pradesh),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.002426429688287002,0.10334503393173536,6.526698468352185e-05,0.0008442196688836325,0.0,3.0,2.273611111111111,3.0,62.0,2.753954088663824,62.0,65.0,65.0,0.05025086779383228,0.007342931977374982,0.031842905213843954,0.04158016776848387,0.0016606985313197364,0.019178925755502955
IND243002AAA,Bareilly (Uttar Pradesh),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0,0.11368596026051685,0.00023030490390493153,0.0008438826619324754,1.0,2.0,1.807843137254902,2.0,48.0,3.0307667674710053,47.0,50.0,49.0,0.03788142341381203,0.0,0.03182779037575736,0.033062127722196674,0.0012714723130416731,0.014823667600987009
IND585307AAB,Chincholi_Mainroad_D (Karnataka),2,2,0.0029585798816568047,0.0014792899408284023,0.0014792899408284023,0.0006060599424489421,0.1373484833001739,0.00372009995104085,0.0008416682527891174,0.0,123.0,4.293682778118764,123.0,100.0,1.5626542901542901,99.0,223.0,222.0,0.17162604077278104,0.0018340761956123883,0.03172847362414609,0.07852356517187309,0.005760548030515336,0.025430867714978544
IND757025AAA,Betnoti_MhliaDPP_D (Orissa),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0,0.1019056880552488,3.102814683110767e-05,0.0008408049773266714,1.0,11.0,3.5394830659536543,10.0,16.0,1.7497441520467836,9.0,27.0,19.0,0.014688715201274053,0.0,0.03168975552413597,0.06473063884005109,0.0006746587783486429,0.021003498404713942
IND712310AAE,Kolkata_North_I_4 (West Bengal),5,4,0.006656804733727811,0.0036982248520710057,0.0029585798816568047,0.004889540511302169,0.16654656818591243,0.024608528555897718,0.000840795050038235,0.09523809523809523,155.0,3.2251064079289886,152.0,166.0,2.909015608262596,164.0,321.0,316.0,0.24429652650540004,0.014796869469750895,0.03168931028300121,0.05898126766602799,0.008303492656598683,0.02655818394968845
IND151506AAA,Jhunir_BhaRDDPP_D (Punjab),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.001209382486783842,0.09854579789848701,3.223127786333962e-05,0.0008407642899233067,0.0,48.0,1.2903036693180272,24.0,5.0,1.6470773160428334,5.0,53.0,29.0,0.022419617938786714,0.003659868397567991,0.03168793068487996,0.02359728221785242,0.0013493175566972858,0.014192256565278729
IND635802AAB,Ambur_Central_D_2 (Tamil Nadu),4,2,0.004437869822485207,0.0029585798816568047,0.0014792899408284023,0.002424787249418577,0.15501755089760305,0.017161635432976018,0.0008404960478546121,0.4,91.0,1.954867896049321,81.0,82.0,3.052492266159372,66.0,173.0,147.0,0.1136442702414361,0.007337961581180911,0.03167589996734605,0.035750940293052404,0.004463127302921792,0.018530075064444672
IND321001AAA,Bharatpur_DC (Rajasthan),2,2,0.0029585798816568047,0.0014792899408284023,0.0014792899408284023,0.0006052387230147294,0.12475836179182348,0.001826556337209868,0.0008397508496816204,0.5,35.0,1.910192362365102,35.0,18.0,1.4580981282541687,14.0,53.0,49.0,0.03788142341381203,0.0018315909975153526,0.03164247766051076,0.034933906906534265,0.0013493175566972858,0.01580832115690437
IND471001AAA,Chhatarpur_Busstand_D (Madhya Pradesh),2,1,0.0022189349112426036,0.0014792899408284023,0.0007396449704142012,0.001772921511861328,0.11148263655483398,0.00024578274410547916,0.0008395360103611121,0.6666666666666666,36.0,1.7059244445838648,36.0,68.0,2.2398475552363983,68.0,104.0,104.0,0.08040138847013166,0.005365266558378304,0.03163284206832796,0.031198222184747364,0.002672686698842701,0.016560235589232412
IND585222AAA,Sedam_DBRCmplx_D (Karnataka),2,2,0.0029585798816568047,0.0014792899408284023,0.0014792899408284023,5.474796228084391e-07,0.11773990091347296,0.0008883360762513704,0.000839302724565665,0.0,84.0,1.633894462019462,79.0,65.0,1.8877775216236754,65.0,149.0,144.0,0.1113249994201823,1.656798731357171e-06,0.0316223791475663,0.029880926212383304,0.0038403653536768904,0.01465043297965959
IND590016AAA,Belgaum_Dc (Karnataka),2,1,0.0022189349112426036,0.0014792899408284023,0.0007396449704142012,0.0006082498609401759,0.14103370089373293,0.009147642619377045,0.0008390040854271343,1.0,10.0,1.7953785805509945,10.0,73.0,6.434783572627099,73.0,83.0,83.0,0.06416649272135508,0.001840703390537817,0.03160898511456575,0.0328341738929884,0.002127769993253412,0.015538881242578035
IND244713AAA,Kashipur_Vaishali_D (Uttarakhand),3,2,0.0036982248520710057,0.0022189349112426036,0.0014792899408284023,2.7373981140421955e-07,0.11312350653009993,0.0003022405729701607,0.000838387774458022,1.0,18.0,2.2210753866764095,18.0,36.0,1.615652479758517,23.0,54.0,41.0,0.03169670122380191,8.283993656785855e-07,0.03158134342801554,0.04061938594209396,0.0013752659712491567,0.016294556179450494
IND560085AAA,Bengaluru_Banshkri_DC (Karnataka),3,1,0.0029585798816568047,0.0022189349112426036,0.0007396449704142012,0.0,0.16769408696293692,0.054510856410452814,0.0008374467219299321,1.0,21.0,1.8876132073382712,16.0,160.0,1.81635403713681,119.0,181.0,135.0,0.1043671869564209,0.0,0.03153913700899591,0.03452097566710721,0.004670714619336758,0.015723122309537773
IND533201AAA,Amalapuram_Vijdurg_D (Andhra Pradesh),3,2,0.0036982248520710057,0.0022189349112426036,0.0014792899408284023,0.0006052387230147293,0.13765857168811832,0.005370906893469516,0.0008371860175156962,0.6666666666666666,20.0,3.3685865000338686,19.0,15.0,2.783646788808079,14.0,35.0,33.0,0.02551197903379178,0.0018315909975153521,0.03152744435697165,0.06160525479909706,0.00088224609476361,0.02102041811714542
IND532127AAA,Rajam_SamathBv_D (Andhra Pradesh),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0024297145660238527,0.11813530745231957,0.0005466018051743287,0.0008354517911749956,0.0,62.0,2.753954088663824,62.0,42.0,2.6624947947152915,42.0,104.0,104.0,0.08040138847013166,0.0073528727697631255,0.03144966391281403,0.05036475783995579,0.002672686698842701,0.0210434103553803
IND582101AAB,Gadag_Cdosclrd_D (Karnataka),2,1,0.0022189349112426036,0.0014792899408284023,0.0007396449704142012,0.0018132525107415502,0.10513892979605217,0.0001302049886020042,0.0008352584897581249,0.3333333333333333,52.0,3.027234233409982,52.0,40.0,1.960941991104391,40.0,92.0,92.0,0.07112430518511648,0.00548731739825495,0.0314409943004874,0.05536254933156567,0.0023613057242202504,0.021325580675668268
IND201301AAM,Noida_Sector63_L (Uttar Pradesh),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0,0.176905909148135,0.051247208814806336,0.0008336696921607092,0.0,207.0,1.8325884183660348,182.0,304.0,1.9573271662869296,264.0,511.0,446.0,0.3447982620930646,0.0,0.031369736368403615,0.03351467342583566,0.01323369142145415,0.017192107061558867
IND110037AAK,Delhi_Kapshera_L (Delhi),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0,0.176905909148135,0.051247208814806336,0.0008336696921607092,0.0,177.0,3.913233041560559,167.0,158.0,2.8718524408443087,141.0,335.0,308.0,0.23811180431538992,0.0,0.031369736368403615,0.07156583884996272,0.008666770460324874,0.023888955954158422
IND741123AAB,Chapra_NagarDPP_D (West Bengal),2,1,0.0022189349112426036,0.0014792899408284023,0.0007396449704142012,0.0004053174140858438,0.13832479587051694,0.0035712255388029653,0.0008331390522658661,0.6666666666666666,53.0,2.378564900125739,52.0,94.0,2.4896374835814483,93.0,147.0,145.0,0.11209808969393356,0.0012265833274480804,0.03134593704893764,0.043499579638807476,0.0037884685245731485,0.017723398059517365
IND515761AAA,Kalyandurg_Shankrpa_D (Andhra Pradesh),2,1,0.0022189349112426036,0.0014792899408284023,0.0007396449704142012,0.0018132525107415502,0.12175233630136553,0.0013804670307206173,0.0008316373032186776,0.6666666666666666,57.0,1.9015062676961991,57.0,40.0,1.8752620242076763,40.0,97.0,97.0,0.0749897565538728,0.00548731739825495,0.03127858326404678,0.03477505420220814,0.0024910477969796044,0.017193427305238478
IND151505AAA,Mansa_GreenVly_D (Punjab),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0012126673645206927,0.11191918138715834,0.000268900267189128,0.000831030050967638,0.0,5.0,1.6470773160428334,5.0,33.0,0.965206950510068,12.0,38.0,17.0,0.01314253465377152,0.003669809189956134,0.0312513478630538,0.03012201637915828,0.0009600913384192226,0.015313691725763598
IND581110AAE,Haveri_GuttalRD_D (Karnataka),2,2,0.0029585798816568047,0.0014792899408284023,0.0014792899408284023,0.0012126673645206927,0.13946379235984416,0.005707275110809011,0.0008269427739788481,0.6666666666666666,121.0,2.105801819851407,115.0,82.0,2.1992990410673334,82.0,203.0,197.0,0.15229878392899937,0.003669809189956134,0.031068032564397424,0.03851124430589622,0.005241579739477918,0.017802006166658828
IND532222AAA,Palasa_Central_DPP_1 (Andhra Pradesh),1,2,0.0022189349112426036,0.0007396449704142012,0.0014792899408284023,0.0006041437637691125,0.10333335784610304,7.306267754034032e-05,0.0008232213634498381,1.0,26.0,0.9264623392608715,9.0,40.0,3.32245459250894,38.0,66.0,47.0,0.0363352428663095,0.0018282774000526383,0.030901126459325634,0.016943293120529824,0.0016866469458716071,0.012091166718130118
IND532440AAA,Palakonda_VadaiDPP_D (Andhra Pradesh),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0,0.07513378380808823,1.1174038689048481e-07,0.0008230980822622126,1.0,34.0,1.6065498120805026,34.0,34.0,1.542988226466527,34.0,68.0,68.0,0.05257013861508608,0.0,0.030895597270139224,0.029380842831159527,0.001738543774975349,0.013947776638761783
IND792001AAA,Tezu_Farmnala_D (Arunachal Pradesh),1,2,0.0022189349112426036,0.0007396449704142012,0.0014792899408284023,0.0012126673645206927,0.08700566498248267,2.1615223363073274e-06,0.0008226716289352391,0.6666666666666666,17.0,1.7601981678005658,13.0,45.0,1.6015213334314458,33.0,62.0,46.0,0.03556215259255824,0.003669809189956134,0.030876470741838948,0.03219078881399287,0.0015828532876641238,0.015758279322275782
IND416404AAA,Jath_Shivprsad_D (Maharashtra),2,1,0.0022189349112426036,0.0014792899408284023,0.0007396449704142012,0.00301989759941135,0.0933173707066481,1.5385258976122725e-05,0.0008199301163993389,0.0,16.0,3.093926549420938,16.0,27.0,2.71838929145574,27.0,43.0,43.0,0.03324288177130444,0.009138901802166156,0.030753513283690862,0.056582229194604816,0.001089833411178577,0.022421406472837548
IND151302AAA,TalwandiSabo_Wardno3_D (Punjab),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0012159522422575432,0.12949222006171004,0.0022471992656304444,0.000819227704914469,0.0,33.0,0.965206950510068,12.0,28.0,1.5880455418565176,10.0,61.0,22.0,0.01700798602252785,0.003679749982344277,0.0307220099695084,0.01765186083819856,0.0015569048731122529,0.012810168128459759
IND786190AAA,DoomDooma_Pthrgoan_D (Assam),3,2,0.0036982248520710057,0.0022189349112426036,0.0014792899408284023,0.001209382486783842,0.09727755267984024,1.965303043652945e-05,0.0008173713870033704,0.6666666666666666,43.0,2.351839037235754,39.0,36.0,4.507390371973705,33.0,79.0,72.0,0.05566249971009115,0.003659868397567991,0.030638753690766456,0.043010812735227374,0.0020239763350459287,0.01794760017589507
IND713130AAA,Katwa_BSarani_D (West Bengal),2,2,0.0029585798816568047,0.0014792899408284023,0.0014792899408284023,0.0008100873485488792,0.13828296799151163,0.005731925629087931,0.0008166263212151988,0.3333333333333333,88.0,2.5298124033120257,86.0,110.0,2.954163462173596,103.0,198.0,189.0,0.14611406173898925,0.0024515098561648037,0.03060533732142033,0.046265618442152656,0.005111837666718563,0.018784854001787008
IND577101AAA,Chikmagalur_DC (Karnataka),3,2,0.0036982248520710057,0.0022189349112426036,0.0014792899408284023,0.0012137623237663095,0.11977521612046332,0.0013331768697334373,0.0008146927216299733,0.3333333333333333,17.0,2.4303771283351505,15.0,22.0,1.2332313178771874,14.0,39.0,29.0,0.022419617938786714,0.0036731227874188485,0.03051861494209061,0.04444713004919998,0.0009860397529710934,0.018001880671553463
IND573134AAB,Sakleshpur_RgvdrDPP_D (Karnataka),2,2,0.0029585798816568047,0.0014792899408284023,0.0014792899408284023,0.002418764973567684,0.1399974820596752,0.004583041717434367,0.0008136903951623197,0.3333333333333333,30.0,2.4367225550507285,30.0,26.0,2.340109615563598,23.0,56.0,53.0,0.0409737845088171,0.007319736795135982,0.030473660373003888,0.044563176239380414,0.0014271628003528984,0.019378390779495228
IND508377AAB,Haliya_PeroorRD_D (Telangana),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0018132525107415498,0.11722680726683644,0.0004546639274610074,0.0008132010966635722,0.0,57.0,1.8689329901710552,52.0,38.0,1.8716705980637869,33.0,95.0,85.0,0.0657126732688576,0.005487317398254949,0.030451715224516025,0.034179348833930374,0.002439150967875863,0.016857189855879487
IND401208AAA,Nalasopara (Maharashtra),1,0,0.0007396449704142012,0.0007396449704142012,0.0,0.0,0.13706047275318317,0.005055228222718592,0.0008120569605428759,0.0,0.0,0.0,0.0,74.0,2.769292494292494,73.0,74.0,73.0,0.05643558998384242,0.0,0.03040040046037251,0.0,0.0018942342622865743,0.007978946967550441
IND425201AAA,Bhusawal_Samarth_D (Maharashtra),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0,0.003205128205128205,4.249093923758837e-08,0.0008107154440772266,1.0,36.0,2.1522937710437713,36.0,27.0,36.51653439153439,22.0,63.0,58.0,0.04483923587757343,0.0,0.03034023314305405,0.039361496629618346,0.0016088017022159945,0.01577911795213038
IND761200AAA,Paralakhemundi_Ward14_D (Orissa),2,1,0.0022189349112426036,0.0014792899408284023,0.0007396449704142012,0.0006041437637691125,0.1033567126563293,8.179034876845704e-05,0.0008102653308735382,1.0,36.0,2.3210140775677863,36.0,24.0,0.8543119120078752,7.0,60.0,43.0,0.03324288177130444,0.0018282774000526383,0.03032004546392449,0.0424470808867212,0.001530956458560382,0.01701551592505586
IND792103AAB,Namsai_HelipadRD_D (Arunachal Pradesh),2,1,0.0022189349112426036,0.0014792899408284023,0.0007396449704142012,0.0012159522422575432,0.09727755267984024,1.8030055348765303e-05,0.0008094808152519227,0.6666666666666666,45.0,1.6015213334314458,33.0,46.0,2.339038664518204,43.0,91.0,76.0,0.05875486080509621,0.003679749982344277,0.030284859760613587,0.029288881200242867,0.002335357309668379,0.015183975135956143
IND249201AAA,Rishikesh_DC (Uttarakhand),2,2,0.0029585798816568047,0.0014792899408284023,0.0014792899408284023,0.0024302620456466612,0.1307510436448689,0.0024040328451507813,0.0008092063597754209,0.0,29.0,7.323273781700397,29.0,30.0,1.7916677813564923,27.0,59.0,56.0,0.0432930553300709,0.007354529568494483,0.030272550370332277,0.13392921549755782,0.001505008044008511,0.037229067649869406
IND573142AAA,Ramanathapura_Central_D_2 (Karnataka),3,1,0.0029585798816568047,0.0022189349112426036,0.0007396449704142012,0.0030193501197885416,0.11977521612046332,0.0005547958567757608,0.0008076535212676647,0.3333333333333333,34.0,2.367734776117129,33.0,54.0,2.3295277371998617,53.0,88.0,86.0,0.06648576354260888,0.009137245003434798,0.030202905211563942,0.04330151657910883,0.0022575120660127666,0.019860567783117483
IND160102AAC,Chandigarh_Raiprvlg_L (Chandigarh),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0,0.15309734688581486,0.015756709088918925,0.0008065883639691105,0.0,112.0,2.169321006374578,102.0,97.0,1.7826993453282114,73.0,209.0,175.0,0.13529079790647153,0.0,0.030155132665481053,0.03967289346359247,0.005397270226789143,0.016552815904446586
IND209721AAB,Chhibramau_Bhainpura_D (Uttar Pradesh),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0,0.1262218534772092,0.001481939184245034,0.0008056179309174921,1.0,20.0,1.453702686202686,17.0,30.0,2.411692220747948,30.0,50.0,47.0,0.0363352428663095,0.0,0.030111608523326908,0.02658554986928431,0.0012714723130416731,0.013099306567296925
IND521105AAA,HanumanJNC_VijywdRD_D (Andhra Pradesh),1,2,0.0022189349112426036,0.0007396449704142012,0.0014792899408284023,0.0018198222662152515,0.1257187010715956,0.0011343502855778512,0.0008049976461813714,0.3333333333333333,12.0,2.1712962124504975,12.0,3.0,1.7759170653907497,3.0,15.0,15.0,0.01159635410626899,0.005507198983031237,0.030083788612426374,0.039709016351808804,0.00036327780372619233,0.017462925628274527
IND502220AAC,Zahirabad_Mohim_D (Telangana),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.006013516176927894,0.09166201145478634,6.151747436922234e-06,0.000804943806954388,0.0,110.0,1.3868629383304083,70.0,46.0,1.7495523198981147,44.0,156.0,114.0,0.08813229120764432,0.018198277265227165,0.03008137391090236,0.02536317374851743,0.004022004255539987,0.01976677612136658
IND125121AAA,Barwala_Central_DPP_1 (Haryana),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0024165750550764506,0.10942851762333788,0.00018219752047514865,0.0008038621369628995,0.0,6.0,2.830682602421733,6.0,4.0,2.4511141636141636,4.0,10.0,10.0,0.00773090273751266,0.007313109600210555,0.03003286076680148,0.05176798131079866,0.00023353573096683791,0.02046810696012716
IND532421AAA,Narasnpeta_HudcoDPP_D (Andhra Pradesh),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0,0.11812005040628412,0.0005466018051743287,0.0008020605875887659,1.0,32.0,3.2445269500343996,30.0,39.0,5.28278281173018,29.0,71.0,59.0,0.04561232615132469,0.0,0.029952060869346698,0.05933643368142596,0.0018163890186309616,0.01971857975734806
IND508248AAB,Devarakonda_DindiRD_D (Telangana),2,1,0.0022189349112426036,0.0014792899408284023,0.0007396449704142012,0.0018165373884784007,0.13665076203434304,0.0038080770199936036,0.0007989191461434595,0.3333333333333333,38.0,1.8716705980637869,33.0,44.0,2.1112027270115505,40.0,82.0,73.0,0.05643558998384242,0.005497258190643093,0.029811166509033628,0.03422941464989504,0.0021018215787015414,0.016643079239702804
IND515801AAA,Guntakal_Verpatem_D (Andhra Pradesh),2,2,0.0029585798816568047,0.0014792899408284023,0.0014792899408284023,0.0018198222662152515,0.14279524594783105,0.01032709112055045,0.0007987809994402292,0.5,76.0,1.5930767576117768,75.0,41.0,2.743354618015109,41.0,117.0,116.0,0.08967847175514686,0.005507198983031237,0.029804970598105517,0.02913444543169847,0.003010016088017022,0.01580765459753041
IND587103AAB,Bagalkot_Sector4_D (Karnataka),1,2,0.0022189349112426036,0.0007396449704142012,0.0014792899408284023,0.0018198222662152515,0.12043765476637582,0.0009741345221205868,0.0007967151395689655,0.3333333333333333,59.0,1.8258727039133618,59.0,55.0,1.4511284423938458,41.0,114.0,100.0,0.0773090273751266,0.005507198983031237,0.029712316314991945,0.033391855353623254,0.0029321708443614094,0.01662040396240585
IND606201AAC,Chinnasalem_VkotRoad_D (Tamil Nadu),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.00241657505507645,0.07996883363608097,3.3977070464720124e-07,0.0007954262304439687,0.0,146.0,1.7311683912011488,97.0,74.0,1.5479340363451617,63.0,220.0,160.0,0.12369444380020256,0.007313109600210553,0.029654508448816553,0.031659887563824596,0.005682702786859723,0.017441733542414697
IND246763AAA,Najibabad_KotdwrRD_D (Uttar Pradesh),1,2,0.0022189349112426036,0.0007396449704142012,0.0014792899408284023,0.0030292047529990934,0.08912527288012648,3.2924698187582997e-06,0.0007951101161381287,0.3333333333333333,40.0,2.097152626732865,34.0,24.0,2.07301761347814,24.0,64.0,58.0,0.04483923587757343,0.009167067380599227,0.029640330650604306,0.03835306646309212,0.0016347501167678655,0.0186161195618328
IND583101AAA,Bellary_Dc (Karnataka),3,2,0.0036982248520710057,0.0022189349112426036,0.0014792899408284023,0.006052934709770102,0.16790959249051918,0.03759602616159276,0.000791015500605636,0.16666666666666666,84.0,2.731700475749391,84.0,124.0,1.9557476407761638,123.0,208.0,207.0,0.16002968666651204,0.018317566773884884,0.029456686216600782,0.0499577801673384,0.005371321812237272,0.024841140320925038
IND502286AAB,Narayankhed_Datatrya_D (Telangana),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0060168010546647445,0.10310038894102785,5.151915023153399e-05,0.0007909327527188732,0.0,46.0,1.7495523198981147,44.0,44.0,1.9671772581250229,44.0,90.0,88.0,0.0680319440901114,0.018208218057615307,0.02945297495513827,0.031996095825531284,0.0023094088951165085,0.020597221003079483
IND506167AAB,Jangaon_Hanmkond_D (Telangana),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.005405266315987718,0.11758852536588557,0.0004061810686175185,0.0007894373327217453,0.0,76.0,2.7693273576325943,76.0,25.0,2.234264705882353,24.0,101.0,100.0,0.0773090273751266,0.01635757387468935,0.02938590502957607,0.050645906669563284,0.002594841455187088,0.023719776738485365
IND585211AAA,Chittapur_GlbrgaRD_D (Karnataka),2,2,0.0029585798816568047,0.0014792899408284023,0.0014792899408284023,0.0006060599424489421,0.1373484833001739,0.00372009995104085,0.0007893427673850686,0.0,60.0,2.0766758241758243,58.0,82.0,1.9250303050607929,76.0,142.0,134.0,0.10359409668266964,0.0018340761956123883,0.02938166375280844,0.037978583385699094,0.003658726451813794,0.016314804574169024
IND521201AAA,Nuzvid_Ward17_D (Andhra Pradesh),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0018231071439521022,0.1483301249263474,0.009501719770303594,0.0007891077594604403,0.0,3.0,1.7759170653907497,3.0,42.0,1.908932592980212,42.0,45.0,45.0,0.03478906231880697,0.00551713977541938,0.029371123594162964,0.032478258555736016,0.0011417302402823187,0.015997777579141188
IND125111AAA,Fatehabad_BhunaDPP_D (Haryana),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.002419859932813301,0.12616961653964107,0.0015264107701833758,0.0007872300789144114,0.0,4.0,2.4511141636141636,4.0,4.0,1.0351897204806688,3.0,8.0,7.0,0.005411631916258862,0.007323050392598697,0.02928690919640607,0.044826372304706444,0.00018163890186309616,0.01888639717782497
IND464668AAA,Bareli_SourvDPP_D (Madhya Pradesh),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.01016067431970182,0.10129621777559619,6.445492846907256e-05,0.0007865498420767263,0.0,8.0,2.469158817373103,8.0,21.0,1.739974426379778,20.0,29.0,28.0,0.02164652766503545,0.030748527655257735,0.029256400420172076,0.045156375851467014,0.0007265556074523847,0.027252671076167103
IND712602AAA,Arambag_BalibDPP_D (West Bengal),2,2,0.0029585798816568047,0.0014792899408284023,0.0014792899408284023,0.001511043758951292,0.11796769641375698,0.00034868772498846074,0.000785524087832335,0.3333333333333333,6.0,2.9062776304155613,4.0,5.0,2.4676835498467375,5.0,11.0,9.0,0.006957812463761394,0.004572764498545792,0.029210395109992616,0.053150475410640795,0.00025948414551870883,0.019585058263221083
IND416510AAA,Sawantwadi_LaxmiNgr_D (Maharashtra),2,2,0.0029585798816568047,0.0014792899408284023,0.0014792899408284023,0.0018209172254608683,0.13529638317986065,0.003918233938829223,0.0007848026393224508,0.0,80.0,2.075512526769127,73.0,65.0,18.557848482866728,65.0,145.0,138.0,0.1066864577776747,0.005510512580493951,0.029178037980926653,0.037957308814555966,0.0037365716954694066,0.01756196500040962
IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.004818915639959881,0.09032229412362809,4.962144719551531e-06,0.0007843618524486453,0.0,152.0,2.546790295828313,143.0,14.0,3.0213860544217686,14.0,166.0,157.0,0.12137517297894874,0.01458314243340582,0.029158268589804623,0.046576112886753396,0.004281488401058695,0.022565187256705612
IND722154AAA,MirzapurWB_VidyaDPP_D (West Bengal),2,2,0.0029585798816568047,0.0014792899408284023,0.0014792899408284023,0.0006049649832033252,0.10320509482011486,8.209528926513793e-05,0.0007836505178046765,0.3333333333333333,5.0,3.5640773020083367,5.0,7.0,2.2759745517640253,6.0,12.0,11.0,0.008503993011263925,0.0018307625981496742,0.02912636506991561,0.06518042220726539,0.00028543256007057966,0.021015529130298485
IND521001AAA,Machilipatnam_DC (Andhra Pradesh),2,2,0.0029585798816568047,0.0014792899408284023,0.0014792899408284023,0.0006049649832033251,0.1483301249263474,0.010636070055881257,0.0007831673269764998,0.6666666666666666,21.0,2.138524131493431,21.0,42.0,2.0780599445165273,40.0,63.0,61.0,0.04715850669882722,0.0018307625981496738,0.029104693851836144,0.03910967523421054,0.0016088017022159945,0.01606063575959673
IND341510AAB,Merta_Central_DPP_1 (Rajasthan),2,1,0.0022189349112426036,0.0014792899408284023,0.0007396449704142012,0.00241657505507645,0.08880508304649558,3.0981751401578936e-06,0.0007820608010265258,0.3333333333333333,42.0,2.335982202140562,42.0,28.0,2.1857775518906672,28.0,70.0,70.0,0.05411631916258862,0.007313109600210553,0.02905506591236768,0.04272082037008053,0.0017904406040790907,0.018725607032997537
IND673632AAA,Kozhikode_Central_H_4 (Kerala),2,4,0.004437869822485207,0.0014792899408284023,0.0029585798816568047,0.0036571638803603733,0.001775147928994083,2.9814642846649855e-11,0.0007803220141631136,0.06666666666666667,65.0,1.4579084556534712,54.0,51.0,2.2298281454734963,51.0,116.0,105.0,0.08117447874388292,0.011067415525465904,0.02897708092773355,0.026662465661305465,0.0029840676734651512,0.017047172332800578
IND110095AAB,Delhi_Jhilmil_L (Delhi),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0,0.176905909148135,0.051247208814806336,0.0007798671401378986,0.0,7.0,1.2576030412164865,5.0,266.0,2.0525944136609087,167.0,273.0,172.0,0.13297152708521776,0.0,0.02895667972468027,0.022999247841633888,0.00705796875810888,0.013250613251118622
IND591123AAC,Ramdurg_GndhiNGR_D (Karnataka),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0018231071439521022,0.14103370089373293,0.00815793543110042,0.0007790620067579028,0.0,55.0,1.4511284423938458,41.0,73.0,2.6607104786367635,71.0,128.0,112.0,0.0865861106601418,0.00551713977541938,0.028920569310236382,0.026538471682110844,0.0032954486480876017,0.015127925314995568
IND515865AAB,Rayadurgam_RailGate_D (Andhra Pradesh),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.0,0.1217199295043729,0.0012332007179659472,0.0007772658151653051,1.0,36.0,1.8716830794004709,36.0,72.0,1.5756103259528462,71.0,108.0,107.0,0.08272065929138546,0.0,0.028840009710496946,0.03422964291059924,0.002776480357050184,0.01461122708115412
IND246701AAA,Bijnor_NaginaRd_D (Uttar Pradesh),1,1,0.0014792899408284023,0.0007396449704142012,0.0007396449704142012,0.003032489630735944,0.09992391022570282,2.7524062072224696e-05,0.0007769298444855185,0.0,24.0,2.07301761347814,24.0,20.0,1.6122760445174236,20.0,44.0,44.0,0.0340159720450557,0.009177008172987371,0.028824941349416013,0.03791168143672513,0.001115781825730448,0.0182236808503907
